id,post_id,url,title,claim_type,sub_category,claim,current_value,verification_status,authoritative_source,source_date,checked_date,recommended_text,action,classification_basis
163,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",법률,법률,정확한 정보 없이 불법 숙박업으로 운영하기: 주거용 오피스텔이나 원룸을 영리 목적으로 숙박업으로 운영하는 것은 법률 위반이며， 이에 따른 벌금이나 처벌을 받을 수 있습니다.,처벌,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
165,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",가격,가격범위,개인 물품 보관 비용: 짐 보관 서비스(미니창고 등) 이용 시 월 5만~10만원 이상 발생합니다.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
166,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",가격,가격범위,청소 비용: 단기 임차인 퇴실 후 집 상태에 따라 전문 청소 업체를 이용해야 할 수 있으며， 10만~20만원 가량 소요됩니다.,20만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
167,2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",통계,통계수치,(거의 100% 명시되어 있을 것입니다.)집주인과의 관계는 어떠한가?,100%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
168,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",법률,법률,"이렇게 하면 오히려 악화됩니다집주인 동의 없이 무단으로 설치하는 행위: ""잠금장치 바꾸는 게 뭐 대수야?""라고 생각하며 집주인에게 알리지 않고 몰래 설치하면， 나중에 이사 나갈 때 원상복구 문제로 보증금 반환에 차질이 생기거나 심각한 분쟁으로 이어질 수 있습니다.",보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
169,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,비용·시간·주의사항 비용 디지털 도어락: 제품 가격: 보급형 10만원대 중반 ~ 고급형 30만원대 후반.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
170,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,비용·시간·주의사항 비용 디지털 도어락: 제품 가격: 보급형 10만원대 중반 ~ 고급형 30만원대 후반.,30만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
171,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,설치비: 3만원 ~ 5만원 선 (제품 구매 시 무료 설치 포함인 경우도 많음).,3만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
172,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,설치비: 3만원 ~ 5만원 선 (제품 구매 시 무료 설치 포함인 경우도 많음).,5만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
173,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,(연 1만 원 내외) 보조키: 제품 가격: 일반형 3만원대 ~ 특수형 10만원대.,1만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
174,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,설치비: 2만원 ~ 4만원 선 (자가 설치 시 절감 가능).,2만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
175,2026-08-06-housing-auto-778093,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-778093/,"혼자 사는 직장인, 우리 집 안전 지킴이! 디지털 도어락 vs 보조키, 내게 맞는 현명한 선택은?",가격,가격범위,설치비: 2만원 ~ 4만원 선 (자가 설치 시 절감 가능).,4만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
177,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",법률,법률,내용증명에는 계약 만료일， 퇴거 의사， 보증금 반환 요청 등을 기재합니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
178,2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",법률,법률,이는 잘못된 주장이며， 계약 만료 시 보증금은 집주인이 반환해야 할 의무가 있습니다.,보증금은 집주인이 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
179,2026-08-06-safety-auto-0b96ff,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-0b96ff/,일산화탄소 경보기 비교｜경보기 오작동,가스,가스,해결 순서 1단계: 신체 증상 및 경보음 패턴 확인 (가장 중요!)나의 몸 상태 확인: 두통， 어지러움， 메스꺼움， 무기력감 등 일산화탄소 중독 증상이 있는지 즉시 확인합니다.,일산화탄소 중독,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
189,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가스,가스,✔️ 사야 하는 사람 도시가스 또는 LPG 가스를 주방/난방에 적극적으로 사용하는 사람: 인덕션만 쓰지 않고 가스레인지나 가스보일러를 주로 사용한다면， 누출 위험에 항상 노출되어 있습니다.,"가스보일러를 주로 사용한다면, 누출 위험",NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
190,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가스,가스,장기 출장/여행 등으로 집을 자주 비우는 사람: 집을 비운 사이 가스 누출은 자칫 폭발 사고로 이어질 수 있어 특히 위험합니다.,가스 누출은 자칫 폭발,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
191,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가스,가스,❌ 사지 않아도 되는 경우 인덕션 등 전기 조리 기구만 사용하고 가스 보일러가 없는 100% 비가스 주택 거주자: 가스 누출 위험 자체가 없습니다.,가스 주택 거주자: 가스 누출 위험,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
192,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가격,가격범위,비용 스마트 가스 감지기: 3만 원대부터 10만 원대까지 다양합니다.,3만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
193,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가격,가격범위,비용 스마트 가스 감지기: 3만 원대부터 10만 원대까지 다양합니다.,10만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
194,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가격,가격범위,스마트 누수 센서: 2만 원대부터 7만 원대까지 형성되어 있습니다.,2만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
195,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가격,가격범위,스마트 누수 센서: 2만 원대부터 7만 원대까지 형성되어 있습니다.,7만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
196,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",가격,가격범위,설치 비용: 대부분 자가 설치가 가능하며， 전문가 설치가 필요한 경우 3~5만 원 정도의 출장비가 발생할 수 있습니다.,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
197,2026-08-06-safety-auto-a5c266,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-a5c266/,"혼자 사는 당신, 외출 중 갑자기 가스·누수 사고 걱정될 때? 스마트 가스 감지기 vs. 스마트 누수 센서, 나에게 맞는 원격 모니터링은?",통계,통계수치,❌ 사지 않아도 되는 경우 인덕션 등 전기 조리 기구만 사용하고 가스 보일러가 없는 100% 비가스 주택 거주자: 가스 누출 위험 자체가 없습니다.,100%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
198,2026-08-07-housing-auto-5dd703,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-5dd703/,"혼자 사는 직장인, 갑자기 이사 가야 하는데 다음 세입자 직접 구하라니? 계약 중도 해지 부담 줄이는 현실적인 방법",법률,법률,보증금 반환은 새로운 세입자의 잔금일과 맞물리는 경우가 많으므로 이사 일정을 잘 조율해야 합니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
205,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",법률,법률,잘못된 DIY는 오히려 더 큰 손상을 야기하여 보증금 반환 시 문제가 될 수 있습니다.,보증금 반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
206,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,(예: 배수구에 거름망 설치， 물 사용 후 건조 등) 비용·시간·주의사항 DIY (자가 수리) 비용: 공구 구매: 간단한 드라이버 세트는 1~2만 원， 만능 렌치나 공구 세트는 3~10만 원대.,2만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
207,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,(예: 배수구에 거름망 설치， 물 사용 후 건조 등) 비용·시간·주의사항 DIY (자가 수리) 비용: 공구 구매: 간단한 드라이버 세트는 1~2만 원， 만능 렌치나 공구 세트는 3~10만 원대.,10만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
208,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,재료비: 실리콘， 테이프， 나사， 소모품 등은 몇천 원~1만원 내외.,1만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
209,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,총비용: 건당 최소 몇천 원에서 최대 2~3만원 내외.,3만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
210,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,출장 수리 서비스 비용: 기본 출장비: 일반적으로 2~5만 원 (지역， 시간대， 업체에 따라 상이).,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
211,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,수리비: 고장 유형과 난이도에 따라 3만 원~10만 원 이상.,3만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
212,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,총비용: 간단한 수리도 보통 5만원 이상， 복잡한 경우 10만원 이상 발생할 수 있습니다.,5만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
213,2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",가격,가격범위,총비용: 간단한 수리도 보통 5만원 이상， 복잡한 경우 10만원 이상 발생할 수 있습니다.,10만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
214,2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",가격,가격범위,비용·시간·주의사항 비용: 방화/방수 금고: 소형 가정용은 대략 20만원대부터 시작하여 크기， 내화/방수 등급， 잠금장치 종류에 따라 수백만원까지 다양합니다.,20만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
215,2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",가격,가격범위,가정용 보안 서류함/스마트 보관함: 5만원대부터 20만원대까지 폭넓게 형성되어 있습니다.,5만원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
216,2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",통계,통계수치,100%는 없다: 어떤 보관 솔루션도 100% 안전을 보장하지 않습니다.,100%,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 수치 출처 확인 필요.,통계 수치 유형 — 출처 미확인
217,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",법률,법률,집주인과 상의 없이 임의 변경: 임대인의 동의 없이 현관 잠금장치를 임의로 변경하면， 퇴거 시 원상복구 문제， 보증금 미반환 등 법적 분쟁으로 이어질 수 있습니다.,보증금 미반환,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 공식 출처 확인 후 처리,자동 분류
218,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,2만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
219,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,10만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
220,2026-08-07-safety-auto-6b24c5,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-6b24c5/,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",가격,가격범위,비용: 도어락 비밀번호 변경: 0원 (자가) 물리 열쇠 실린더 교체 (DIY 부품): 2만 원 ~ 10만 원 (제품 및 난이도에 따라 상이) 물리 열쇠 실린더 교체 (전문가 출장): 5만 원 ~ 15만 원 (출장비， 실린더 종류， 야간 할증 등에 따라 상이) 보조키/안전고리 설치: 1만 원 ~ 5만 원 (제품 및 자가 설치 여부에 따라 상이) 시간: 비밀번,5만 원,NEEDS_EXTERNAL_VERIFICATION,정부기관·법령 원문·지자체,,2026-08-18,,NEEDS_EXTERNAL_VERIFICATION — 시장 가격은 변동. 실제 시세 확인 후 범위 표현으로 유지 또는 출처 명기.,가격 유형 + 미해당 패턴 → 외부 확인 필요
