post_id,url,title,total_phrase_count,top_phrase,top_phrase_count,all_phrases,priority,note
2026-07-30-cleaning-27,https://honsamnote.co.kr/blog/2026-07-30-cleaning-27/,배수구 청소 알아보기｜샤워실 냄새,3,퇴근 후,2,현실적인 방법(1); 퇴근 후(2),MEDIUM,일반 수준
2026-07-30-cleaning-29,https://honsamnote.co.kr/blog/2026-07-30-cleaning-29/,1인 가구 침구 세탁 주기 알아보기｜침구 관리법,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-cleaning-32,https://honsamnote.co.kr/blog/2026-07-30-cleaning-32/,1인 가구 청소 알아보기｜집안일 자동화,3,퇴근 후,2,퇴근 후(2); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,전기세 줄이기 비용 정리｜가스비 절약,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-30-cost-80,https://honsamnote.co.kr/blog/2026-07-30-cost-80/,알뜰폰 비교｜통신 3사,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-30-food-13,https://honsamnote.co.kr/blog/2026-07-30-food-13/,배달음식 보관 알아보기｜남은 음식 처리,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-07-30-housing-44,https://honsamnote.co.kr/blog/2026-07-30-housing-44/,"혼자 사는 직장인, 내 전월세 보증금 지키는 법: 이사 후 전입신고·확정일자 한 번에 끝내기",3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-07-30-housing-45,https://honsamnote.co.kr/blog/2026-07-30-housing-45/,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-30-housing-48,https://honsamnote.co.kr/blog/2026-07-30-housing-48/,옵션 가전 고장 해결 방법｜세입자 책임,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 스마트하게(1),MEDIUM,일반 수준
2026-07-30-lifestyle-62,https://honsamnote.co.kr/blog/2026-07-30-lifestyle-62/,1인 가구 식사 해결 방법｜끼니 거르지 않는 법,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-30-products-52,https://honsamnote.co.kr/blog/2026-07-30-products-52/,로봇청소기 추천 기준｜로봇청소기 선택,3,퇴근 후,3,퇴근 후(3),MEDIUM,일반 수준
2026-07-30-products-57,https://honsamnote.co.kr/blog/2026-07-30-products-57/,정기배송 서비스 비교 비교｜생필품 정기배송,3,1인 가구 직장인,2,퇴근 후(1); 1인 가구 직장인(2),MEDIUM,일반 수준
2026-07-31-cleaning-68,https://honsamnote.co.kr/blog/2026-07-31-cleaning-68/,화장실벌레 해결 방법｜날벌레없애는법,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-07-31-cleaning-79,https://honsamnote.co.kr/blog/2026-07-31-cleaning-79/,1인 가구 청소 비교｜정기 청소서비스 비용,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-07-31-products-75,https://honsamnote.co.kr/blog/2026-07-31-products-75/,미니 건조기 필요성 알아보기｜원룸 빨래 건조,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-07-31-products-76,https://honsamnote.co.kr/blog/2026-07-31-products-76/,1인 가구 음식물처리기 방법｜음식물처리기 추천,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-07-31-products-77,https://honsamnote.co.kr/blog/2026-07-31-products-77/,1인가구 로봇청소기 알아보기｜로봇청소기 먼지,3,퇴근 후,2,혼자 사는 당신(1); 퇴근 후(2),MEDIUM,일반 수준
2026-07-31-safety-73,https://honsamnote.co.kr/blog/2026-07-31-safety-73/,혼자 고열 해결 방법｜갑자기 아플 때,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-01-cleaning-auto-dd0fd9,https://honsamnote.co.kr/blog/2026-08-01-cleaning-auto-dd0fd9/,혼자 사는 청소 알아보기｜샤워기 물때,3,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-01-cost-auto-9c7467,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-9c7467/,혼자 사는 직장인 옷 방법｜옷값 절약,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-01-cost-auto-aa6f9d,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-aa6f9d/,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-01-cost-auto-eacedc,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-eacedc/,1인 가구 식기세척기 알아보기｜식기세척기 구매 가이드,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-01-food-auto-174113,https://honsamnote.co.kr/blog/2026-08-01-food-auto-174113/,1인 가구 식재료 알아보기｜장보기 주기,3,퇴근 후,2,혼자 사는 당신(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-01-products-auto-153ac4,https://honsamnote.co.kr/blog/2026-08-01-products-auto-153ac4/,1인 가구 공기청정기 비교｜실내 공기질 관리,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-01-products-auto-ff2c16,https://honsamnote.co.kr/blog/2026-08-01-products-auto-ff2c16/,1인 가구 정수기 기준｜정수기 렌탈,3,퇴근 후,1,퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-01-safety-auto-0e6262,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-0e6262/,일산화탄소 중독 해결 방법｜보일러 이상,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-01-safety-auto-1a5c71,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-1a5c71/,혼자 사는 집 문 잠김 해결 방법｜비밀번호 잊었을 때,3,혼자 사는 당신,2,혼자 사는 당신(2); 현실적인 방법(1),MEDIUM,일반 수준
2026-08-01-safety-auto-a71046,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-a71046/,혼자 살 때 열쇠 분실 방법｜늦은 밤 문 잠김,3,혼자 사는 당신,3,혼자 사는 당신(3),MEDIUM,일반 수준
2026-08-01-safety-auto-b177af,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-b177af/,혼자 사는 집 누수 방법｜천장 물샘 대처,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-01-safety-auto-c574d6,https://honsamnote.co.kr/blog/2026-08-01-safety-auto-c574d6/,"혼자 사는 당신, 외부 침입 대비할 때? 스마트 도어벨 vs. 가정용 CCTV, 나에게 맞는 현관 보안은?",3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-01-storage-auto-316ab0,https://honsamnote.co.kr/blog/2026-08-01-storage-auto-316ab0/,1인 가구 수납 비교｜좁은 집 수납,3,후회 없는,1,후회 없는(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-01-storage-auto-c94563,https://honsamnote.co.kr/blog/2026-08-01-storage-auto-c94563/,현관 정리 알아보기｜좁은 현관 수납,3,퇴근 후,2,현실적인 방법(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-03-cleaning-auto-fc046f,https://honsamnote.co.kr/blog/2026-08-03-cleaning-auto-fc046f/,구겨진 옷 해결 비교｜다림질 스팀다리미 비교,3,혼자 사는 직장인,2,혼자 사는 직장인(2); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-03-food-auto-fb2380,https://honsamnote.co.kr/blog/2026-08-03-food-auto-fb2380/,1인 가구 채소 비교｜손질 채소 장점,3,퇴근 후,3,퇴근 후(3),MEDIUM,일반 수준
2026-08-03-housing-auto-f53851,https://honsamnote.co.kr/blog/2026-08-03-housing-auto-f53851/,"혼자 사는 직장인, 빈집 vs 풀옵션 원룸/오피스텔, 뭘 골라야 현명할까? 시간과 돈 아끼는 최적의 선택 가이드",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-03-lifestyle-auto-7c20c0,https://honsamnote.co.kr/blog/2026-08-03-lifestyle-auto-7c20c0/,1인 가구 인간관계 알아보기｜다시 모임 시작,3,퇴근 후,2,퇴근 후(2); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-04-cleaning-auto-0b0c02,https://honsamnote.co.kr/blog/2026-08-04-cleaning-auto-0b0c02/,혼자사는직장인 알아보기｜물걸레 청소,3,퇴근 후,3,퇴근 후(3),MEDIUM,일반 수준
2026-08-04-cleaning-auto-99cb94,https://honsamnote.co.kr/blog/2026-08-04-cleaning-auto-99cb94/,1인 가구 바닥 청소 비교｜스팀 청소기 추천,3,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-04-food-auto-8d3bfc,https://honsamnote.co.kr/blog/2026-08-04-food-auto-8d3bfc/,"1인 가구 직장인, 마트에서 산 감자 싹 나고 양파 물러질 때, 버릴까 말까? 알뜰하게 살리고 안전하게 먹는 법",3,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-04-storage-auto-28ed9d,https://honsamnote.co.kr/blog/2026-08-04-storage-auto-28ed9d/,1인 가구 식료품 수납 알아보기｜좁은 주방 정리,3,퇴근 후,1,퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-05-cost-auto-e4ec33,https://honsamnote.co.kr/blog/2026-08-05-cost-auto-e4ec33/,"혼자 사는 직장인, 매달 쓰레기 봉투값도 아깝다면? 생활 폐기물 비용 줄이고 버리는 스트레스 없애는 법",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-05-food-auto-1636b6,https://honsamnote.co.kr/blog/2026-08-05-food-auto-1636b6/,1인 가구 음식 보관 기준｜직접 요리한 음식,3,혼자 사는 당신,1,혼자 사는 당신(1); 현실적인 방법(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-05-safety-auto-4e7f26,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-4e7f26/,콘센트 스파크 방법｜콘센트 타는 냄새,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-05-safety-auto-9a8ad6,https://honsamnote.co.kr/blog/2026-08-05-safety-auto-9a8ad6/,"혼자 사는 당신, 퇴근 후 안전하게 택배를 받을 때? 스마트 무인 택배함 vs. 문 앞 비대면 배송, 나에게 맞는 선택은?",3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-06-cleaning-auto-907063,https://honsamnote.co.kr/blog/2026-08-06-cleaning-auto-907063/,신발 냄새 제거 알아보기｜신발장 관리,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 스마트하게(1),MEDIUM,일반 수준
2026-08-06-cost-auto-177634,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-177634/,1인 가구 드라이클리닝 비교｜드라이클리닝 비용,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-cost-auto-c59747,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-c59747/,"혼자 사는 직장인, 밤마다 OTT 유목민이라면? 나에게 딱 맞는 구독 전략으로 매달 만원 아끼는 법",3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-cost-auto-e2088d,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-e2088d/,남은 음식물 처리 방법｜냉장고 정리,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-food-auto-19b20f,https://honsamnote.co.kr/blog/2026-08-06-food-auto-19b20f/,못난이 채소 알아보기｜B급 과일,3,퇴근 후,1,퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-food-auto-3a64d3,https://honsamnote.co.kr/blog/2026-08-06-food-auto-3a64d3/,1인 가구 국 알아보기｜국 냉동,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-food-auto-dea971,https://honsamnote.co.kr/blog/2026-08-06-food-auto-dea971/,1인 가구 채소 해결 방법｜혼자 채소 보관,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-housing-auto-5c27e6,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-5c27e6/,"혼자 사는 직장인, 해외 파견/장기 출장 갈 때? 내 원룸 현명하게 단기 임대주고 돈 버는 법",3,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-06-housing-auto-9d6fe3,https://honsamnote.co.kr/blog/2026-08-06-housing-auto-9d6fe3/,"혼자 사는 직장인, 전월세 계약 만료로 이사 가려는데? 집주인에게 현명하게 통보하고 보증금 지키는 법",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-06-lifestyle-auto-2e08db,https://honsamnote.co.kr/blog/2026-08-06-lifestyle-auto-2e08db/,생활 리듬 붕괴 알아보기｜평일 연차,3,혼자 사는 직장인,3,혼자 사는 직장인(3),MEDIUM,일반 수준
2026-08-06-products-auto-99b34b,https://honsamnote.co.kr/blog/2026-08-06-products-auto-99b34b/,"혼자 사는 직장인, 좁은 집에서도 허리 편한 홈 오피스? 인체공학 의자 vs 스탠딩 데스크 컨버터, 내게 맞는 선택은?",3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-products-auto-b9fc71,https://honsamnote.co.kr/blog/2026-08-06-products-auto-b9fc71/,"혼자 사는 직장인, 비싼 카페 커피 졸업하고 싶다면? 캡슐 커피 머신 vs 핸드드립, 나에게 딱 맞는 선택은?",3,혼자 사는 직장인,2,혼자 사는 직장인(2); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-06-safety-auto-21374d,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-21374d/,층간소음 대처 방법｜이웃소음 해결,3,혼자 사는 당신,3,혼자 사는 당신(3),MEDIUM,일반 수준
2026-08-06-safety-auto-3d7ecc,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-3d7ecc/,1인 가구 안전 해결 방법｜빈집털이 대처,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-06-storage-auto-19a86d,https://honsamnote.co.kr/blog/2026-08-06-storage-auto-19a86d/,1인 가구 수납 가구 알아보기｜좁은 원룸 가구,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-07-cleaning-auto-27a7fe,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-27a7fe/,1인 가구 행주 비교｜일회용 행주,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-cleaning-auto-cb5dfe,https://honsamnote.co.kr/blog/2026-08-07-cleaning-auto-cb5dfe/,혼자 사는 오븐 청소 알아보기｜오븐 찌든 때,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-cost-auto-0c25d9,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-0c25d9/,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",3,혼자 사는 직장인,2,혼자 사는 직장인(2); 스마트하게(1),MEDIUM,일반 수준
2026-08-07-cost-auto-846842,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-846842/,"혼자 사는 직장인, 예상치 못한 사고에 내 물건 다 날아갈까 봐 불안하다면? 1인 가구 주택화재보험(세입자 보험), 과연 돈 값 할까?",3,혼자 사는 직장인,2,현명한 선택(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-cost-auto-d674a8,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-d674a8/,1인 가구 빨래 비교｜건조기 추천,3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-food-auto-0e8387,https://honsamnote.co.kr/blog/2026-08-07-food-auto-0e8387/,1인 가구 배달 음식 해결 방법｜배달음식 소분,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-07-food-auto-13d75f,https://honsamnote.co.kr/blog/2026-08-07-food-auto-13d75f/,"1인 가구 직장인, 냉장고/팬트리 속 '유통기한 지난 미개봉 가공식품' 앞에서 망설일 때: 버릴까? 먹을까? 안전하게 판단하고 알뜰하게 활용하는 법",3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-07-food-auto-78eff9,https://honsamnote.co.kr/blog/2026-08-07-food-auto-78eff9/,1인 가구 식기세척기 비교｜미니 식기세척기,3,퇴근 후,2,현명한 선택(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-07-food-auto-bb56bf,https://honsamnote.co.kr/blog/2026-08-07-food-auto-bb56bf/,1인 가구 식재료 기준｜애매한 식재료,3,퇴근 후,1,퇴근 후(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-07-housing-auto-eb35f1,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-eb35f1/,"혼자 사는 직장인, 우리 집 소소한 고장! 매번 사람 부를까, 직접 고쳐볼까? DIY vs. 출장 수리, 내 돈 아끼는 현명한 선택 가이드",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-07-lifestyle-auto-6e452d,https://honsamnote.co.kr/blog/2026-08-07-lifestyle-auto-6e452d/,이웃 부담 알아보기｜낯선 이웃,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-products-auto-75313c,https://honsamnote.co.kr/blog/2026-08-07-products-auto-75313c/,1인 가구 보풀제거기 알아보기｜옷 보풀 제거,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-products-auto-b07e5f,https://honsamnote.co.kr/blog/2026-08-07-products-auto-b07e5f/,1인 가구 방범 알아보기｜창문 잠금장치,3,퇴근 후,2,현실적인 방법(1); 퇴근 후(2),MEDIUM,일반 수준
2026-08-07-products-auto-bd7178,https://honsamnote.co.kr/blog/2026-08-07-products-auto-bd7178/,스마트 도어벨 추천 기준｜택배 도난 방지,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-safety-auto-0d1c1b,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-0d1c1b/,인터넷 공유기 해킹 방법｜라우터 보안,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-07-storage-auto-54d5cd,https://honsamnote.co.kr/blog/2026-08-07-storage-auto-54d5cd/,침대 밑 수납 비교｜수납형 침대,3,현명한 선택,2,현명한 선택(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-07-storage-auto-b02bd8,https://honsamnote.co.kr/blog/2026-08-07-storage-auto-b02bd8/,1인 가구 소품 알아보기｜원룸 소품 정리,3,퇴근 후,2,퇴근 후(2); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-cleaning-auto-176b73,https://honsamnote.co.kr/blog/2026-08-08-cleaning-auto-176b73/,밥솥 냄새 알아보기｜밥솥 밥맛,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-08-cleaning-auto-3b9de2,https://honsamnote.co.kr/blog/2026-08-08-cleaning-auto-3b9de2/,보풀제거기 비교｜먼지롤러,3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-cost-auto-65e819,https://honsamnote.co.kr/blog/2026-08-08-cost-auto-65e819/,"혼자 사는 직장인, 매일 점심값으로 새는 돈 아깝다면? 도시락 vs 배달 vs 구내식당/식당, 내게 맞는 최적의 점심 식사 전략",3,1인 가구 직장인,2,혼자 사는 직장인(1); 1인 가구 직장인(2),MEDIUM,일반 수준
2026-08-08-food-auto-2c836a,https://honsamnote.co.kr/blog/2026-08-08-food-auto-2c836a/,개봉 식재료 비교｜신선 보관,3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-food-auto-89ea49,https://honsamnote.co.kr/blog/2026-08-08-food-auto-89ea49/,"혼자 사는 직장인, 두부 한 모 앞에서 망설일 때: 버리지 않고 끝까지 신선하게 즐기는 구매부터 보관, 활용법",3,현명한 선택,1,현명한 선택(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-food-auto-89f7c0,https://honsamnote.co.kr/blog/2026-08-08-food-auto-89f7c0/,1인 가구 쌀 비교｜쌀 보관,3,현실적인 방법,1,현실적인 방법(1); 혼자 사는 직장인(1); 1인 가구 직장인(1),MEDIUM,일반 수준
2026-08-08-food-auto-cfd186,https://honsamnote.co.kr/blog/2026-08-08-food-auto-cfd186/,식용유 고르는 법 비교｜올리브유 카놀라유 차이,3,혼자 사는 당신,1,혼자 사는 당신(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-08-housing-auto-4e32dc,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-4e32dc/,"혼자 사는 직장인, 새집 입주 후 예상 못한 숨은 하자 발견! 내 권리 지키며 계약 조정하는 현실 가이드",3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-housing-auto-82f28f,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-82f28f/,"혼자 사는 직장인, 숨겨진 관리비 폭탄 피하고 내 돈 아끼는 현명한 분석법",3,혼자 사는 직장인,2,혼자 사는 당신(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-products-auto-613b49,https://honsamnote.co.kr/blog/2026-08-08-products-auto-613b49/,1인 가구 해충 비교｜벌레 퇴치법,3,혼자 사는 당신,1,혼자 사는 당신(1); 후회 없는(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-safety-auto-71a5f3,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-71a5f3/,"혼자 사는 당신, 빈집털이 걱정될 때? DIY 스마트 보안 시스템 vs. 전문 경비 서비스, 나에게 맞는 선택은?",3,혼자 사는 당신,1,혼자 사는 당신(1); 현명한 선택(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-safety-auto-84a0bd,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-84a0bd/,1인 가구 가스 냄새 방법｜가스 누출,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-safety-auto-be207d,https://honsamnote.co.kr/blog/2026-08-08-safety-auto-be207d/,집 냄새 기준｜원인 모를 냄새,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-08-storage-auto-12975c,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-12975c/,1인 가구 청소 도구 수납 알아보기｜좁은 집 청소용품 정리,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-08-storage-auto-15969c,https://honsamnote.co.kr/blog/2026-08-08-storage-auto-15969c/,1인 가구 옷 수납 비교｜원룸 임시 보관,3,퇴근 후,3,퇴근 후(3),MEDIUM,일반 수준
2026-08-09-cleaning-auto-117267,https://honsamnote.co.kr/blog/2026-08-09-cleaning-auto-117267/,실리콘 곰팡이 제거 알아보기｜욕실 곰팡이,3,혼자 사는 당신,1,혼자 사는 당신(1); 현실적인 방법(1); 퇴근 후(1),MEDIUM,일반 수준
2026-08-09-cleaning-auto-e21eb5,https://honsamnote.co.kr/blog/2026-08-09-cleaning-auto-e21eb5/,혼자 매트리스 청소 알아보기｜매트리스 관리법,3,현실적인 방법,1,현실적인 방법(1); 퇴근 후(1); 혼자 사는 직장인(1),MEDIUM,일반 수준
2026-08-09-housing-auto-1e381e,https://honsamnote.co.kr/blog/2026-08-09-housing-auto-1e381e/,"혼자 사는 직장인, 장기간 집 비울 때? 스마트 기기 vs 지인 vs 관리사무소, 뭘 믿어야 안심될까?",3,혼자 사는 직장인,2,현실적인 방법(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-09-products-auto-b63f8d,https://honsamnote.co.kr/blog/2026-08-09-products-auto-b63f8d/,1인 가구 옷 정리 방법｜좁은 집 옷 수납,3,혼자 사는 직장인,2,퇴근 후(1); 혼자 사는 직장인(2),MEDIUM,일반 수준
2026-08-10-cleaning-auto-6e0644,https://honsamnote.co.kr/blog/2026-08-10-cleaning-auto-6e0644/,옷 얼룩 알아보기｜얼룩 지우기,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
2026-08-10-cost-auto-2c9756,https://honsamnote.co.kr/blog/2026-08-10-cost-auto-2c9756/,세탁세제 종류 비교｜액체세제,3,혼자 사는 당신,2,혼자 사는 당신(2); 퇴근 후(1),MEDIUM,일반 수준
