id,post_id,url,title,risk_level,claim,claim_type,current_value,verification_required,verification_status,recommended_action,source_required,source_used,checked_date
295,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,"비용·시간·주의사항예상 비용 절감 및 소요 시간 예상 비용 절감: 개인의 사용량과 현재 요금제에 따라 다르지만， 월 1만 원에서 3만 원 이상을 절약할 수 있습니다.",가격,1만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
296,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,"비용·시간·주의사항예상 비용 절감 및 소요 시간 예상 비용 절감: 개인의 사용량과 현재 요금제에 따라 다르지만， 월 1만 원에서 3만 원 이상을 절약할 수 있습니다.",가격,3만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
297,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,연간으로 따지면 12만 원에서 36만 원 이상， 3년 약정 기준으로는 36만 원에서 100만 원 이상을 아낄 수 있는 셈입니다.,가격,12만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
298,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,연간으로 따지면 12만 원에서 36만 원 이상， 3년 약정 기준으로는 36만 원에서 100만 원 이상을 아낄 수 있는 셈입니다.,가격,36만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
299,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,연간으로 따지면 12만 원에서 36만 원 이상， 3년 약정 기준으로는 36만 원에서 100만 원 이상을 아낄 수 있는 셈입니다.,가격,100만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
300,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,(월 5，000원 할인처럼 큰 혜택이라면 유지하는 것도 고려) 6단계: 최종 시뮬레이션 및 현명한 선택 이제 3~5단계에서 모은 정보를 바탕으로 최종 비교 시뮬레이션을 진행합니다.,가격,"5,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
301,2026-07-30-cost-3,https://honsamnote.co.kr/blog/2026-07-30-cost-3/,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",P2,인터넷: 현재 인터넷 속도(100Mbps， 500Mbps， 1Gbps)， 월 요금， 약정 만료일， 해지 시 위약금을 확인합니다.,비용,월 요금,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
304,2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",P2,'매달 20만원 절약'이라는 목표는 결코 허황된 것이 아닙니다.,가격,20만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
305,2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",P2,현실적인 목표 설정: '한 달 식비 30만원'， '배달은 주 1회'처럼 구체적이고 달성 가능한 목표를 세웁니다.,가격,30만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
306,2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",P2,비용·시간·주의사항 절약 가능 비용: 이 루틴을 꾸준히 실천하면 월 10만원에서 많게는 20만원 이상까지 식비와 배달비를 절약할 수 있습니다.,가격,10만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
307,2026-07-30-cost-4,https://honsamnote.co.kr/blog/2026-07-30-cost-4/,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",P2,(예: 월급의 20% 이상이라면 과도할 가능성이 높습니다.) 배달/외식 빈도: 일주일에 몇 번이나 배달 음식을 시키거나 외식을 하시나요?,통계,20%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
308,2026-07-30-cost-5,https://honsamnote.co.kr/blog/2026-07-30-cost-5/,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",P2,월 5，000원짜리 구독 서비스 3개를 해지하면 연간 18만 원을 아낄 수 있습니다.,가격,18만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
309,2026-07-30-cost-5,https://honsamnote.co.kr/blog/2026-07-30-cost-5/,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",P2,'이거 하나쯤이야'라는 안일한 생각: 5천 원， 1만 원짜리 서비스가 몇 개 모이면 순식간에 큰돈이 됩니다.,가격,1만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
310,2026-07-30-cost-8,https://honsamnote.co.kr/blog/2026-07-30-cost-8/,"혼자 사는 직장인, 월급은 통장을 스쳐갈 뿐? 나만의 적정 생활비 기준 세우고 지출 최적화하는 3단계",P2,목표는 월급의 20~30% 이상을 권장하지만， 본인의 상황에 맞춰 조정합니다.,통계,30%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
312,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,배달의민족 '배민클럽' (또는 유사 서비스): 월정액(예: 4，900원)을 내면 특정 횟수만큼 배달비를 할인해주거나 무료로 제공하는 방식입니다.,가격,"4,900원)",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
313,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,(예: 12，000원 이상 주문 시) 횟수 제한: 한 달에 혜택을 받을 수 있는 주문 횟수에 제한이 있는가?,가격,"12,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
314,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,(예: 기존 2，500원 배달비가 무료 또는 500원 등으로 절감된다면 2，000원 절약).,가격,"2,500원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
315,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,(예: 기존 2，500원 배달비가 무료 또는 500원 등으로 절감된다면 2，000원 절약).,가격,500원 ,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
316,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,(예: 기존 2，500원 배달비가 무료 또는 500원 등으로 절감된다면 2，000원 절약).,가격,"2,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
317,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,손익분기점 계산: 예를 들어， 월 4，900원짜리 멤버십에 가입하고 한 번 주문할 때마다 평균 2，000원의 배달비를 절약할 수 있다면， 입니다.,가격,"2,000원의",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
318,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,비용·시간·주의사항 비용: 유료 멤버십 월정액은 앱별로 차이가 있지만， 대략 4，900원~9，900원 선에서 형성되어 있습니다.,가격,"4,900원~",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
319,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,비용·시간·주의사항 비용: 유료 멤버십 월정액은 앱별로 차이가 있지만， 대략 4，900원~9，900원 선에서 형성되어 있습니다.,가격,"9,900원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
320,2026-08-01-cost-auto-0d71f8,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-0d71f8/,"혼자 사는 직장인, 배달 앱 유료 멤버십, 나에게 진짜 이득일까? 손익분기점 계산해 후회 없이 결정하는 법",P2,(와우 멤버십 월정액 내에 포함) 비교 시 핵심 체크사항: 월 멤버십 비용: 정확한 월 요금은 얼마인가?,비용,월 요금,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
323,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,② 월세 세액공제 (가장 중요!): 무주택 세대주인 1인 가구 중， 총급여 7천만원 이하(종합소득금액 6천만원 이하)는 월세액의 15% 또는 17%(총급여 5천5백만원 이하 또는 종합소득금액 4천5백만원 이하)를 최대 750만원 한도 내에서 공제받을 수 있습니다.,가격,750만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
324,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,③ 주택청약저축 소득공제: 총급여 7천만원 이하의 무주택 세대주라면 연간 납입액의 40%를 240만원 한도 내에서 소득공제받을 수 있습니다.,가격,240만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
325,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,납입액에 따라 최대 900만원 한도(연금저축 600만원， IRP 300만원) 내에서 13.2% 또는 16.5% 세액공제를 받을 수 있습니다.,가격,900만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
326,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,납입액에 따라 최대 900만원 한도(연금저축 600만원， IRP 300만원) 내에서 13.2% 또는 16.5% 세액공제를 받을 수 있습니다.,가격,600만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
327,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,납입액에 따라 최대 900만원 한도(연금저축 600만원， IRP 300만원) 내에서 13.2% 또는 16.5% 세액공제를 받을 수 있습니다.,가격,300만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
328,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,⑤ 보장성 보험료 세액공제: 대부분의 직장인이 가입한 보장성 보험(생명보험， 손해보험 등)은 연간 100만원 한도로 12% 세액공제됩니다.,가격,100만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
329,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,2단계: 1인 가구에게 유리한 핵심 공제 항목 미리미리 챙기기 (연중 내내) ① 신용카드/체크카드/현금영수증 사용 비율 최적화: 총급여액의 25% 초과분에 대해 공제됩니다.,통계,25%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
330,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,총급여의 25%까지는 신용카드로 포인트 혜택을 챙기고， 그 이후부터는 체크카드나 현금영수증(공제율 30%) 사용을 늘리는 것이 유리합니다.,통계,30%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
331,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,② 월세 세액공제 (가장 중요!): 무주택 세대주인 1인 가구 중， 총급여 7천만원 이하(종합소득금액 6천만원 이하)는 월세액의 15% 또는 17%(총급여 5천5백만원 이하 또는 종합소득금액 4천5백만원 이하)를 최대 750만원 한도 내에서 공제받을 수 있습니다.,통계,15%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
332,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,② 월세 세액공제 (가장 중요!): 무주택 세대주인 1인 가구 중， 총급여 7천만원 이하(종합소득금액 6천만원 이하)는 월세액의 15% 또는 17%(총급여 5천5백만원 이하 또는 종합소득금액 4천5백만원 이하)를 최대 750만원 한도 내에서 공제받을 수 있습니다.,통계,17%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
333,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,③ 주택청약저축 소득공제: 총급여 7천만원 이하의 무주택 세대주라면 연간 납입액의 40%를 240만원 한도 내에서 소득공제받을 수 있습니다.,통계,40%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
334,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,납입액에 따라 최대 900만원 한도(연금저축 600만원， IRP 300만원) 내에서 13.2% 또는 16.5% 세액공제를 받을 수 있습니다.,통계,13.2%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
335,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,납입액에 따라 최대 900만원 한도(연금저축 600만원， IRP 300만원) 내에서 13.2% 또는 16.5% 세액공제를 받을 수 있습니다.,통계,16.5%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
336,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,⑤ 보장성 보험료 세액공제: 대부분의 직장인이 가입한 보장성 보험(생명보험， 손해보험 등)은 연간 100만원 한도로 12% 세액공제됩니다.,통계,12%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
337,2026-08-01-cost-auto-44803f,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-44803f/,"혼자 사는 직장인, 매년 놓치는 연말정산 환급금! 내 돈 최대로 돌려받는 실전 가이드",P2,⑥ 의료비/교육비/기부금 세액공제: 의료비: 총급여액의 3% 초과분에 대해 공제됩니다.,통계,3%,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
338,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,단점: 초기 구매 비용 및 설치: 20만원대부터 50만원대까지 다양한 가격대가 형성되어 있으며， 설치 공간 및 배수 시설이 필수적입니다.,가격,20만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
339,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,단점: 초기 구매 비용 및 설치: 20만원대부터 50만원대까지 다양한 가격대가 형성되어 있으며， 설치 공간 및 배수 시설이 필수적입니다.,가격,50만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
340,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,예시: 30만원짜리 세탁기 구매， 한 달에 4번 사용 시， 초기 비용을 1년(12개월)으로 나눠보면 월 약 25，000원에 기본 전기/수도 요금 추가.,가격,30만원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
341,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,미니 세탁기: 비용: 제품 가격 20만 원대 초반~50만 원대.,가격,20만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
342,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,미니 세탁기: 비용: 제품 가격 20만 원대 초반~50만 원대.,가격,50만 원,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
343,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,코인 세탁방， 이런 분께 추천합니다 장점: 초기 비용 0원: 세탁기 구매 비용이나 설치 부담이 전혀 없습니다.,가격,0원:,yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
344,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,예상 비용 꼼꼼히 계산하기: 코인 세탁방 이용 시: 월 예상 이용 횟수 x (세탁 비용 + 건조 비용) + 왕복 교통비 (도보 시 0원).,가격,0원),yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
345,2026-08-01-cost-auto-4a41b3,https://honsamnote.co.kr/blog/2026-08-01-cost-auto-4a41b3/,"혼자 사는 직장인, 빨래 쌓일 때마다 한숨 나온다면? 코인 세탁방 vs. 미니 세탁기, 후회 없는 선택 가이드",P2,예시: 주 1회 이용， 회당 8，000원 (세탁 4천원， 건조 4천원) → 월 32，000원 미니 세탁기 구매 시: 초기 구매 비용 + 설치 비용 (없을 수도 있음) + 월별 전기/수도 요금 증가분 (크지 않음) + 유지 보수 및 고장 수리 비용.,가격,"8,000원 ",yes,NEEDS_EXTERNAL_VERIFICATION,"수치·가격 변동 여부 확인. 확인 불가 시 ""이용 전 최신 정보 확인 필요"" 안내 추가",공공기관·제조사·서비스 공식 페이지,,
