source_slug,source_title,target_slug,target_title,relevance_score,relation_type,reason
2026-07-30-cost-3,"혼자 사는 직장인, 통신비 월 2만원 아끼는 알뜰폰+인터넷 vs 3사 결합, 현명한 선택 가이드",2026-08-07-cost-auto-0c25d9,"혼자 사는 직장인, 매달 알게 모르게 새는 퍼스널 케어 비용! 나에게 딱 맞는 '스마트 지출'로 피부도 지갑도 지키는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-4,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",2026-07-30-cost-5,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-4,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-5,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",2026-07-30-cost-4,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-5,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",2026-07-30-cost-2,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",2026-07-30-cost-4,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-11,"퇴근 후 지친 당신, 냉장고 식재료 썩히지 않고 알뜰하게 다 먹는 보관 기간 가이드",2026-07-29-food-9,퇴근 후 지쳐도 괜찮아: 1인 가구 직장인이 냉장고 털어 일주일 식단을 미리 짜는 현실적인 방법,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-12,"혼자 사는 당신, 냉장고 속 남은 음식 버릴지 말지 망설일 때, 안전하고 맛있게 활용하는 법",2026-08-01-food-auto-2c9171,"1인 가구 직장인, 대형마트 대용량 식재료 앞에서 망설일 때? 현명하게 구매하고 다 쓰는 전략",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-12,"혼자 사는 당신, 냉장고 속 남은 음식 버릴지 말지 망설일 때, 안전하고 맛있게 활용하는 법",2026-08-01-food-auto-976f1b,"1인 가구, 명절 선물 식재료 너무 많을 때? 버리지 않고 알뜰하게 소비하는 현명한 계획 세우기",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-13,"1인 가구, 남은 배달음식 버릴까? 다음 끼니까지 안전하게 보관하는 현실적인 팁",2026-08-09-food-auto-e39c1f,"혼자 사는 직장인, 대용량 닭가슴살 앞에서 망설일 때: 버리지 않고 끝까지 촉촉하게 즐기는 구매부터 보관, 활용법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-14,"바쁜 1인 가구 직장인, 편의점 식사로 건강과 지갑 동시에 잡는 실전 조합",2026-08-06-food-auto-36b7bb,"1인 가구 직장인, 한 끼 요리 후 설거지 산더미에 지칠 때? 시간과 재료 낭비 줄이는 원팬·원팟 요리 전략",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-food-14,"바쁜 1인 가구 직장인, 편의점 식사로 건강과 지갑 동시에 잡는 실전 조합",2026-08-07-food-auto-f5cf37,"혼자 사는 직장인, 특정 요리가 당길 때: 원팩 밀키트 vs. 개별 소량 식재료 구매, 당신의 시간과 지갑을 위한 현명한 선택",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-42,"내 첫 원룸 계약, 퇴근 후 15분으로 손해 없이 똑똑하게 확인하는 법",2026-08-01-housing-auto-c039f6,전월세 계약 갱신 방법｜묵시적 갱신,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-42,"내 첫 원룸 계약, 퇴근 후 15분으로 손해 없이 똑똑하게 확인하는 법",2026-08-04-housing-auto-cbaa3c,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-45,"1인 가구 이사, 퇴근 후 틈틈이 준비해도 시간과 돈 아끼는 최적의 체크리스트",2026-08-04-housing-auto-cbaa3c,"혼자 사는 직장인, 첫 집 계약 전세 vs 월세? 내 돈 아끼는 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-46,"이사 나가는 1인 가구, 복비·공과금 덤터기 없이 보증금 100% 안전하게 돌려받는 준비",2026-07-30-housing-47,"원룸/오피스텔 고장났나요? 혼자 끙끙 앓지 말고, 집주인에게 스마트하게 수리 요청하는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-47,"원룸/오피스텔 고장났나요? 혼자 끙끙 앓지 말고, 집주인에게 스마트하게 수리 요청하는 법",2026-07-30-housing-46,"이사 나가는 1인 가구, 복비·공과금 덤터기 없이 보증금 100% 안전하게 돌려받는 준비",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-47,"원룸/오피스텔 고장났나요? 혼자 끙끙 앓지 말고, 집주인에게 스마트하게 수리 요청하는 법",2026-08-07-housing-auto-baa8f0,"혼자 사는 직장인, 습한 내 방에 곰팡이가 피었다면? 덮어두지 말고 원인 찾아 건강 지키는 현실 해결책",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-49,퇴실청소 분쟁 체크리스트｜원상복구 의무,2026-08-08-housing-auto-d2c1ed,"혼자 사는 직장인, 이사 갈 때 퇴실 청소? 셀프 vs 전문 업체, 보증금 지키는 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-housing-49,퇴실청소 분쟁 체크리스트｜원상복구 의무,2026-08-09-housing-auto-da13ec,나 홀로 이사 체크리스트｜이사 당일,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-lifestyle-59,"1인 가구 직장인, 퇴근 후나 주말에 혼자 있을 때 자꾸 무기력해진다면? 당신의 생활 리듬을 되찾는 현실적인 방법",2026-07-30-lifestyle-60,주말 무기력 해결 방법｜주말 계획,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-lifestyle-59,"1인 가구 직장인, 퇴근 후나 주말에 혼자 있을 때 자꾸 무기력해진다면? 당신의 생활 리듬을 되찾는 현실적인 방법",2026-08-01-lifestyle-auto-19ac88,"혼자 사는 직장인, 주말만 되면 흐트러지는 생활 리듬, 무너지지 않고 재정비하는 현실 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-lifestyle-60,주말 무기력 해결 방법｜주말 계획,2026-07-30-lifestyle-59,"1인 가구 직장인, 퇴근 후나 주말에 혼자 있을 때 자꾸 무기력해진다면? 당신의 생활 리듬을 되찾는 현실적인 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-lifestyle-64,"퇴근 후 무기력함에 지친 1인 가구 직장인, 잠들기 전 2시간으로 내일을 바꾸는 저녁 루틴",2026-08-07-lifestyle-auto-6e452d,"혼자 사는 직장인, 낯선 이웃이 자꾸 말 걸고 다가올 때? 적정 거리 지키며 관계 최적화하는 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-lifestyle-66,"혼자 사는 당신, 옆집 소음에 지쳤다면 이웃과 '선'을 지키는 현실 관계 맺기",2026-08-13-lifestyle-auto-8d6b5e,"혼자 사는 직장인, 절친과의 합가 고민된다면? '관계 유지' vs. '생활 최적화', 나에게 맞는 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-51,"꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법",2026-07-30-products-55,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-54,"바쁜 1인 가구, 남은 밥 버릴 걱정 없이 딱 맞는 전기밥솥 고르는 3가지 기준",2026-07-31-products-76,"자취생, 퇴근 후 음식물쓰레기 악취 탈출? 우리집에 딱 맞는 처리기 고르는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-54,"바쁜 1인 가구, 남은 밥 버릴 걱정 없이 딱 맞는 전기밥솥 고르는 3가지 기준",2026-08-07-products-auto-462713,1인 가구 식재료 알아보기｜냉장고 정리법,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-55,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",2026-07-30-products-51,"꿉꿉한 빨래, 좁은 방에 널지 마세요! 1인 가구 직장인을 위한 미니 건조기, 실패 없이 선택하는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-55,"냉동실 자리 부족한 1인 가구 직장인, 식비 절약 소형 냉동고 꼭 사야 할까요?",2026-07-30-products-52,"퇴근 후 지친 당신, 로봇청소기 정말 필요할까? 1인 가구에 딱 맞는 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-products-56,"빈집 걱정 끝! 1인 가구를 위한 가정용 보안카메라, 이 5가지만 보고 고르세요",2026-08-07-products-auto-b07e5f,"혼자 사는 직장인, 퇴근 후 창문/베란다 보안 걱정된다면? 1인 가구 맞춤 방범, '물리 + 감지 + 경고' 3단계로 끝내세요!",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-33,"혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기",2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-33,"혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기",2026-08-01-safety-auto-909169,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-34,"혼자 사는 내가 갑자기 아플 때, 응급실 가기 전 챙길 물건 최소화 리스트",2026-08-08-safety-auto-55b509,"혼자 사는 당신, 작은 부상에도 덜컥 겁나는 순간: DIY 구급상자 vs. 시판 기성품, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",2026-07-30-safety-33,"혼자 사는 당신, 갑자기 아플 때 후회하지 않을 '생활 비상 키트' 미리 준비하기",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",2026-07-30-safety-41,"혼자 사는 당신이 아프거나 연락 안 될 때: 위기 상황 대비 비상연락망, 이렇게 만드세요!",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-36,"혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요",2026-07-30-safety-38,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-36,"혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요",2026-08-01-safety-auto-909169,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-37,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,2026-07-31-safety-72,"장기 출장/휴가, 혼자 사는 집을 비울 때 빈집털이, 고지서 폭탄 걱정 없이 안전하게 떠나는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-37,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,2026-08-07-safety-auto-6b24c5,"혼자 사는 당신, 새 집 이사 직후 '이것' 안 하면 위험! 도어락 비밀번호와 열쇠 관리 안전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-38,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",2026-07-30-safety-36,"혼자 사는 당신, 퇴근 후 집에 들어서자마자 섬뜩한 가스 냄새가 날 때, 이렇게 행동하세요",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-38,"퇴근 후 쌓이는 택배 송장, 개인정보 노출 없이 안전하게 버리는 확실한 방법",2026-08-01-safety-auto-909169,"혼자 사는 당신, 퇴근 후 문이 잠겼을 때? 열쇠 분실 대비, 현명한 선택 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-40,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",2026-07-31-safety-72,"장기 출장/휴가, 혼자 사는 집을 비울 때 빈집털이, 고지서 폭탄 걱정 없이 안전하게 떠나는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-41,"혼자 사는 당신이 아프거나 연락 안 될 때: 위기 상황 대비 비상연락망, 이렇게 만드세요!",2026-07-30-safety-35,"혼자 사는 당신, 늦은 밤 퇴근 후 불안한 현관 보안 이대로 강화하세요",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-safety-41,"혼자 사는 당신이 아프거나 연락 안 될 때: 위기 상황 대비 비상연락망, 이렇게 만드세요!",2026-08-05-safety-auto-9a8ad6,"혼자 사는 당신, 퇴근 후 안전하게 택배를 받을 때? 스마트 무인 택배함 vs. 문 앞 비대면 배송, 나에게 맞는 선택은?",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-storage-18,"퇴근 후 좁은 원룸, 넘쳐나는 계절옷을 깔끔하게 정리하고 보관하는 현실적인 팁",2026-08-07-storage-auto-613d62,"1인 가구 직장인, 계절 바뀌는 좁은 옷장 '철 지난 옷' 때문에 스트레스라면? 손상 없이 깔끔하게 보관하는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-storage-18,"퇴근 후 좁은 원룸, 넘쳐나는 계절옷을 깔끔하게 정리하고 보관하는 현실적인 팁",2026-08-08-storage-auto-37bfb5,"1인 가구 직장인, 퇴근 후 외투·가방·모자 좁은 집 의자에 던져두고 쌓인다면? 깔끔하게 정리하고 다음 날 바로 쓰는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-storage-19,"1인 가구 직장인, 침대 밑 빈 공간에 짐 넣기 전 반드시 확인해야 할 3가지",2026-08-10-storage-auto-48f5a4,"1인 가구 직장인, 좁은 주방 '수납 공간 잡아먹는' 주방 가전 때문에 고민이라면? '싱글 기능 vs 멀티 기능' 가전, 현명하게 고르는 법 비교",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-storage-22,"좁은 원룸 냉장고, 식재료 낭비 없이 깔끔하게 쓰는 현실 정리법",2026-07-30-storage-20,"바쁜 1인 가구 직장인, 퇴근 후에도 어지러운 주방? 딱 3단계로 끝내는 현실적인 정리법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-30-storage-24,"자꾸 쌓이는 물건에 한숨 쉬는 1인 가구라면: '수납 용품, 이거 사야 할까?' 판단하는 3가지 기준",2026-08-10-storage-auto-0a8470,"1인 가구 직장인, 좁은 집에 엉킨 충전 케이블·이어폰 때문에 스트레스라면? 깔끔하게 정리하고 바로 찾아 쓰는 현실 수납법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-31-cleaning-79,"주말 순삭하는 청소 지옥? 1인 가구, 정기 청소 vs 직접 청소 딱 맞는 답 찾는 법",2026-07-30-cleaning-27,"혼자 사는 당신, 샤워실 배수구 냄새? 퇴근 후 15분 만에 잡는 법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-31-products-76,"자취생, 퇴근 후 음식물쓰레기 악취 탈출? 우리집에 딱 맞는 처리기 고르는 법",2026-07-30-products-53,퇴근 후 음식물 쓰레기 냄새? 1인 가구에 딱 맞는 음식물처리기 현명하게 고르는 법,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-07-31-safety-72,"장기 출장/휴가, 혼자 사는 집을 비울 때 빈집털이, 고지서 폭탄 걱정 없이 안전하게 떠나는 법",2026-07-30-safety-37,나 혼자 사는 집에 불이 났다면? 당황하지 않고 대피하는 5단계 행동 수칙,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-84665e,"혼자 사는 직장인, 좁은 원룸 쓰레기 산? 악취 없이 깔끔하게 버리는 스마트 분리배출 루틴",2026-08-03-cleaning-auto-fc046f,"바쁜 1인 가구 직장인, 매일 아침 구겨진 옷? 다림질 vs 스팀다리미, 현명한 선택 기준",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-d3bef1,매트리스 청소 알아보기｜침대 위생,2026-07-30-cleaning-29,"바쁜 1인 가구, 침구 세탁 주기 헷갈릴 때? 쾌적한 잠자리를 위한 현실 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-d3bef1,매트리스 청소 알아보기｜침대 위생,2026-08-09-cleaning-auto-e21eb5,"혼자 사는 당신, 잠자리가 꿉꿉하고 간지럽다면? 매트리스 위생, 딱 30분이면 충분합니다!",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-dd0fd9,"혼자 사는 당신, 약해진 수압과 거뭇한 샤워기 헤드? 15분 만에 새것처럼 되돌리는 초간단 청소법",2026-08-03-cleaning-auto-fd154a,"혼자 사는 당신, 퇴근 후 전자레인지 속 찌든 때? 냄새와 얼룩, 10분 만에 새것처럼 되돌리는 초간단 청소법",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-dd0fd9,"혼자 사는 당신, 약해진 수압과 거뭇한 샤워기 헤드? 15분 만에 새것처럼 되돌리는 초간단 청소법",2026-08-06-cleaning-auto-eb5789,"혼자 사는 당신, 매일 쓰는 세탁기, 속까지 깨끗하게 관리하고 있나요? 세탁 효율 높이고 고장 막는 구석구석 청소 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-e1e505,벽 곰팡이 알아보기｜곰팡이 없애는 법,2026-08-06-cleaning-auto-ab8bbf,에어컨 필터 청소 비교｜에어컨 관리,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cleaning-auto-e1e505,벽 곰팡이 알아보기｜곰팡이 없애는 법,2026-08-07-cleaning-auto-1c4212,건조기 비교｜제습기,3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cost-auto-aa6f9d,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",2026-07-30-cost-4,"퇴근 후 지친 혼밥러, 매달 20만원 아끼는 배달비·식비 줄이는 생활 습관",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cost-auto-aa6f9d,"혼자 사는 직장인, 큰돈 드는 가전·가구! 새것 vs 중고 vs 렌탈, 내게 맞는 선택 기준 3가지",2026-07-30-cost-5,"바쁜 1인 가구 직장인, 매달 새는 돈 막으려면? 잠든 구독 서비스 깨끗하게 정리하는 3단계",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-cost-auto-e9d2d3,"혼자 사는 직장인, 새집 꾸밀 가전·가구, 사야 할까? 빌려야 할까? 후회 없는 결정 가이드",2026-07-30-cost-70,"혼자 사는 직장인, 갑자기 늘어난 수도요금: 숨은 누수 찾고 해결하는 실전 가이드",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-food-auto-0ac183,"혼자 사는 직장인, 반만 쓰고 남은 채소, 싱싱하게 다음 끼니까지 보관하는 현실적인 방법",2026-08-01-food-auto-976f1b,"1인 가구, 명절 선물 식재료 너무 많을 때? 버리지 않고 알뜰하게 소비하는 현명한 계획 세우기",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-food-auto-174113,"자주 장 볼까, 한 번에 살까? 1인 가구 직장인, 시간과 돈 아끼는 식재료 쇼핑 주기 최적화 가이드",2026-08-01-food-auto-0f5d02,"퇴근 후 지친 1인 가구 직장인, 오프라인 마트 vs. 온라인 장보기, 당신의 시간과 돈을 아껴줄 현명한 선택",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
2026-08-01-food-auto-6b8a79,"1인 가구, 마트에서 '이거 살까 말까?' 망설일 때: 식재료 낭비 막는 현명한 구매 결정 가이드",2026-08-01-food-auto-2c9171,"1인 가구 직장인, 대형마트 대용량 식재료 앞에서 망설일 때? 현명하게 구매하고 다 쓰는 전략",3,next,강한 신호(같은 클러스터/대표 키워드 일치) 없이 카테고리 일치 또는 소수 keyword/tag overlap만으로 연결됨(점수 3)
