post_id,url,category,title,phrase_found,total_occurrences,sentence_context,decision,keep_reason,soften_suggestion,checked_date
2026-08-07-safety-auto-e50d7a,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-e50d7a/,safety,"혼자 사는 당신, 집에서 미끄러지거나 넘어져 몸을 움직이기 힘들 때: 당황하지 않고 부상 상태 확인 및 도움 요청하는 현실적인 방법",절대,2,"먼저 확인할 결론
넘어졌을 때 **절대 서두르거나 무리하게 몸을 움직이지 마세요.** 우선 현재 자세 그대로 통증 부위를 움직이지 않고 가만히 있는 것이 중요합니다.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-e50d7a,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-e50d7a/,safety,"혼자 사는 당신, 집에서 미끄러지거나 넘어져 몸을 움직이기 힘들 때: 당황하지 않고 부상 상태 확인 및 도움 요청하는 현실적인 방법",무조건,2,"스스로 판단하는 기준
넘어졌다고 무조건 119를 부를 필요는 없습니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-10-cost-auto-78f79c,https://honsamnote.co.kr/blog/2026-08-10-cost-auto-78f79c/,cost,1인 가구 집 수리 비교｜자가 수리 비용,반드시,3,"*   **주의사항:**
    *   **안전이 최우선:** 전기 관련 문제는 반드시 전원을 차단하고 진행하며, 가스 관련 문제는 절대 직접 건드리지 마세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-10-cost-auto-78f79c,https://honsamnote.co.kr/blog/2026-08-10-cost-auto-78f79c/,cost,1인 가구 집 수리 비교｜자가 수리 비용,절대,1,"*   **주의사항:**
    *   **안전이 최우선:** 전기 관련 문제는 반드시 전원을 차단하고 진행하며, 가스 관련 문제는 절대 직접 건드리지 마세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-10-cost-auto-78f79c,https://honsamnote.co.kr/blog/2026-08-10-cost-auto-78f79c/,cost,1인 가구 집 수리 비교｜자가 수리 비용,무조건,1,"무조건 전문가를 부르거나, 반대로 무조건 직접 해결하려 하기보다는 **'문제의 난이도'와 '나의 시간/비용 투자 여력'을 현실적으로 판단하여 현명하게 접근**하는 것이 시간과 돈을 최적화하는 핵심입니다.",REVIEW,,,2026-08-18
2026-08-11-safety-auto-3045ad,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-3045ad/,safety,"혼자 사는 당신, 요리하다 칼에 베이거나 뜨거운 물에 데였을 때: 당황하지 않고 신속하게 응급처치하고 병원 갈지 판단하는 현실적인 방법",반드시,2,반드시 병원 방문.,REVIEW,,,2026-08-18
2026-08-11-safety-auto-3045ad,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-3045ad/,safety,"혼자 사는 당신, 요리하다 칼에 베이거나 뜨거운 물에 데였을 때: 당황하지 않고 신속하게 응급처치하고 병원 갈지 판단하는 현실적인 방법",절대,3,"화상 연고나 민간요법(된장, 소주, 감자 등)은 절대 바르지 마세요.",REVIEW,,,2026-08-18
2026-08-11-safety-auto-3045ad,https://honsamnote.co.kr/blog/2026-08-11-safety-auto-3045ad/,safety,"혼자 사는 당신, 요리하다 칼에 베이거나 뜨거운 물에 데였을 때: 당황하지 않고 신속하게 응급처치하고 병원 갈지 판단하는 현실적인 방법",가장안전,1,"*   **혼자 판단이 어려울 때**: 상처가 애매하거나 통증이 심해 혼자 판단하기 어렵다면, 지체 없이 병원에 방문하거나 119에 연락하여 도움을 요청하는 것이 가장 안전합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-12-safety-auto-52e6c7,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-52e6c7/,safety,혼자 화재 경보기 방법｜화재 경보기 오작동,반드시,3,"**단, 이 방법은 확실히 화재가 아님을 확인했을 때만 사용하고, 배터리 분리 후에는 반드시 배터리를 새로 넣어 작동 상태로 복원해야 합니다.** (화재 위험 상시 노출)
*   **내부 청소:** 먼지로 인한 오작동이 의심된다면, 마른 수건이나 면봉으로 경보기 외부와 흡입구를 조심스럽게 닦아주세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-12-safety-auto-52e6c7,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-52e6c7/,safety,혼자 화재 경보기 방법｜화재 경보기 오작동,절대,2,*   엘리베이터는 절대 사용하지 않고 비상계단을 이용합니다.,REVIEW,,,2026-08-18
2026-08-12-safety-auto-52e6c7,https://honsamnote.co.kr/blog/2026-08-12-safety-auto-52e6c7/,safety,혼자 화재 경보기 방법｜화재 경보기 오작동,확실히,1,"**단, 이 방법은 확실히 화재가 아님을 확인했을 때만 사용하고, 배터리 분리 후에는 반드시 배터리를 새로 넣어 작동 상태로 복원해야 합니다.** (화재 위험 상시 노출)
*   **내부 청소:** 먼지로 인한 오작동이 의심된다면, 마른 수건이나 면봉으로 경보기 외부와 흡입구를 조심스럽게 닦아주세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,cost,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",반드시,2,구매 전 반드시 에너지 효율 등급과 자신의 사용량을 고려해야 합니다.,REVIEW,,,2026-08-18
2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,cost,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",절대,1,"체크리스트
[ ] 매월 공과금 고지서(전기, 가스, 수도) 확인하고 전월 대비 증감률 비교하기
[ ] 대기전력 차단 습관화 (사용하지 않는 플러그 뽑기, 멀티탭 스위치 활용)
[ ] 냉난방기(에어컨, 히터) 적정 온도(여름 26~28℃, 겨울 18~20℃) 유지 및 필터 주기적 청소
[ ] 보일러 외출 모드 활용, 겨울철 동파 방지 신경 쓰기 (절대",REVIEW,,,2026-08-18
2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,cost,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",무조건,2,"먼저 확인할 결론
전기, 가스, 수도 요금은 '무조건 아끼기'보다 '현명하게 사용하고 관리하기'에서 절약의 답을 찾을 수 있습니다.",REVIEW,,,2026-08-18
2026-07-30-cost-2,https://honsamnote.co.kr/blog/2026-07-30-cost-2/,cost,"혼자 사는 직장인, 예상치 못한 공과금 폭탄 피하는 전기·가스·수도 요금 절약 실전 가이드",완전히,5,"**2단계: 전기 요금 잡는 '보이는 절약' 습관 만들기**
*   **대기전력 차단**: 사용하지 않는 가전제품의 플러그를 뽑거나, 스위치 달린 멀티탭을 이용해 전원을 완전히 차단하는 것이 가장 중요합니다.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-07-30-housing-44,https://honsamnote.co.kr/blog/2026-07-30-housing-44/,housing,"혼자 사는 직장인, 내 전월세 보증금 지키는 법: 이사 후 전입신고·확정일자 한 번에 끝내기",반드시,3,"**반드시 임대차 계약서 '원본' 지참:** 주민센터나 등기소 방문 시에는 원본을 제출해야 하며, 온라인 신청 시에도 원본을 스캔하여 첨부해야 합니다.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-07-30-housing-44,https://honsamnote.co.kr/blog/2026-07-30-housing-44/,housing,"혼자 사는 직장인, 내 전월세 보증금 지키는 법: 이사 후 전입신고·확정일자 한 번에 끝내기",완벽하게,2,"즉, 전월세 계약을 통해 새로운 집에 입주했다면, 당신의 소중한 보증금을 법적으로 완벽하게 보호받기 위해 전입신고와 확정일자는 선택이 아닌 필수 절차입니다.",SOFTEN,,"""완벽하게 보호""→""보호받기 위해"" (완벽 보장 불가)",2026-08-18
2026-07-30-housing-48,https://honsamnote.co.kr/blog/2026-07-30-housing-48/,housing,옵션 가전 고장 알아보기｜세입자 책임,반드시,3,"세입자가 먼저 수리비를 지불했다면, **영수증을 반드시 보관하고 임대인에게 제출하여 정산**받아야 합니다.",REVIEW,,,2026-08-18
2026-07-30-housing-48,https://honsamnote.co.kr/blog/2026-07-30-housing-48/,housing,옵션 가전 고장 알아보기｜세입자 책임,절대,1,"주의사항

*   **절대 임의로 분해하거나 수리 시도 금지**: 전문 지식 없이 수리하려다 더 큰 고장을 유발하거나, 수리 과정에서 발생한 추가 파손의 책임을 세입자가 지게 될 수 있습니다.",REVIEW,,,2026-08-18
2026-07-30-housing-48,https://honsamnote.co.kr/blog/2026-07-30-housing-48/,housing,옵션 가전 고장 알아보기｜세입자 책임,가장안전,1,임대인이 지정한 업체나 제조사 AS를 이용하는 것이 가장 안전합니다.,REVIEW,,,2026-08-18
2026-07-30-safety-40,https://honsamnote.co.kr/blog/2026-07-30-safety-40/,safety,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",반드시,1,"특히 TV, 컴퓨터, 충전기 등 대기 전력을 소모하는 기기들은 반드시 뽑아두세요.",REVIEW,,,2026-08-18
2026-07-30-safety-40,https://honsamnote.co.kr/blog/2026-07-30-safety-40/,safety,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",완전히,3,"(일부 빌라/아파트는 계량기함 안에 있습니다.)
*   세탁기는 내부 물기를 완전히 빼고, 싱크대나 화장실 배수구에 물을 한 번 더 흘려보내 물이 고이지 않게 합니다.",REVIEW,,,2026-08-18
2026-07-30-safety-40,https://honsamnote.co.kr/blog/2026-07-30-safety-40/,safety,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",확실히,2,"'가스 밸브는 확실히 잠갔나?', '혹시 수도에서 물이 새면 어쩌지?', '도둑이라도 들면 어떡하지?' 혼자 사는 우리에게 집을 비우는 일은 그저 문단속의 문제가 아닙니다.",REVIEW,,,2026-08-18
2026-07-30-safety-40,https://honsamnote.co.kr/blog/2026-07-30-safety-40/,safety,"해외여행/출장 떠나는 1인 가구, 집 비우기 전 잊지 말아야 할 안전 점검 순서",완벽하게,1,"꼼꼼하게 짐을 싸고, 공항 가는 길까지 완벽하게 계획을 마쳤죠.",SOFTEN,,"""완벽하게"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-07-31-safety-73,https://honsamnote.co.kr/blog/2026-07-31-safety-73/,safety,"혼자 사는 당신, 퇴근 후 갑자기 고열이 날 때 병원까지 안전하게 가는 현실적인 대처법",반드시,2,"아세트아미노펜 계열(타이레놀 등)이나 이부프로펜 계열(부루펜, 이부펜 등) 중 하나를 선택하되, 설명서에 기재된 용법과 용량을 반드시 지켜야 합니다.",REVIEW,,,2026-08-18
2026-07-31-safety-73,https://honsamnote.co.kr/blog/2026-07-31-safety-73/,safety,"혼자 사는 당신, 퇴근 후 갑자기 고열이 날 때 병원까지 안전하게 가는 현실적인 대처법",절대,3,"이동 시에는 자가 운전은 절대 피하고, 택시나 대중교통(몸 상태가 허락하는 선에서)을 이용하거나, 여의치 않을 경우 주변에 연락해 도움을 요청하는 것이 안전합니다.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-1c1518,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-1c1518/,housing,"혼자 사는 직장인, 이사 갈 때 대형 폐기물 처리? 시간과 돈 아끼는 3가지 선택 비교",반드시,3,일반 쓰레기와 달리 대형 폐기물은 반드시 한 후 해 배출해야 하기 때문입니다.,REVIEW,,,2026-08-18
2026-08-01-housing-auto-1c1518,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-1c1518/,housing,"혼자 사는 직장인, 이사 갈 때 대형 폐기물 처리? 시간과 돈 아끼는 3가지 선택 비교",절대,1,"이렇게 하면 오히려 악화됩니다
*   **대형 폐기물 무단 투기:** '설마 들키겠어?' 하는 마음에 몰래 버리는 행위는 절대 금물입니다.",REVIEW,,,2026-08-18
2026-08-01-housing-auto-1c1518,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-1c1518/,housing,"혼자 사는 직장인, 이사 갈 때 대형 폐기물 처리? 시간과 돈 아끼는 3가지 선택 비교",무조건,1,*   **가격만 보고 무조건 저렴한 전문 업체 선택:** 검증되지 않은 저렴한 업체는 불법 처리 가능성이 높습니다.,REVIEW,,,2026-08-18
2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,housing,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",반드시,3,"(이후 등기 변동이 있다면 법적 보호 시점이 달라질 수 있으므로, 매매 전 미리 조치하는 것이 최선입니다.)

**2단계: 새로운 집주인 및 매매 사실 확인 (10~20분 소요)**
*   부동산 중개업자나 기존 집주인으로부터 매매 예정이라는 연락을 받았다면, **반드시 해당 주택의 등기부등본을 열람**하여 소유권 이전 여부와 새로운 소유자가 누구인지",REVIEW,,,2026-08-18
2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,housing,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",절대,1,**절대 서두르지 말고 기존 계약 내용을 꼼꼼히 대조하여 불리한 내용은 없는지 확인**하세요.,REVIEW,,,2026-08-18
2026-08-01-housing-auto-ace922,https://honsamnote.co.kr/blog/2026-08-01-housing-auto-ace922/,housing,"혼자 사는 직장인, 살던 집 주인이 바뀌었다고 연락 왔을 때? 내 보증금 지키고 계약 유지하는 똑똑한 대처법",무조건,1,"이렇게 하면 오히려 악화됩니다

*   **패닉에 빠져 무조건 이사 갈 준비부터 하기:** 여러분의 권리를 제대로 알지 못한 채 이사를 서두르면, 불필요한 비용(이사비, 중개수수료 등)이 발생하고 정신적으로도 지치게 됩니다.",REVIEW,,,2026-08-18
2026-08-04-cost-auto-dac7b3,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-dac7b3/,cost,"혼자 사는 직장인, 건강 관리 돈 아끼려면? 헬스장 vs 홈트 vs 야외 운동, 내게 맞는 선택 기준 3가지",반드시,2,"*   **주의사항:**
        *   **환불 규정:** 장기 계약 전 반드시 중도 해지 및 환불 규정을 꼼꼼히 확인하세요.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-04-cost-auto-dac7b3,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-dac7b3/,cost,"혼자 사는 직장인, 건강 관리 돈 아끼려면? 헬스장 vs 홈트 vs 야외 운동, 내게 맞는 선택 기준 3가지",절대,1,*   **시간 부족:** 퇴근 후 개인 시간이 절대적으로 부족합니다.,REVIEW,,,2026-08-18
2026-08-04-cost-auto-dac7b3,https://honsamnote.co.kr/blog/2026-08-04-cost-auto-dac7b3/,cost,"혼자 사는 직장인, 건강 관리 돈 아끼려면? 헬스장 vs 홈트 vs 야외 운동, 내게 맞는 선택 기준 3가지",무조건,2,"*   **'무조건 싸게' 혹은 '남들 다 하는' 식의 맹목적인 선택:** 저렴하다는 이유만으로 먼 헬스장에 등록하거나, 유행하는 운동을 무작정 따라 하면 결국 흥미를 잃고 포기하게 됩니다.",REVIEW,,,2026-08-18
2026-08-05-housing-auto-7ef549,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-7ef549/,housing,"혼자 사는 직장인, 새집 인터넷·TV 가입! 통신 3사 vs 알뜰 결합 vs 지역 케이블, 내 돈 아끼는 현명한 선택 가이드",반드시,3,"*   **약정 기간 및 위약금 명확히 확인:** 계약 전 약정 기간, 중도 해지 시 위약금 산정 방식, 면제 조건 등을 반드시 확인하고 기록해 두세요.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-05-housing-auto-7ef549,https://honsamnote.co.kr/blog/2026-08-05-housing-auto-7ef549/,housing,"혼자 사는 직장인, 새집 인터넷·TV 가입! 통신 3사 vs 알뜰 결합 vs 지역 케이블, 내 돈 아끼는 현명한 선택 가이드",무조건,2,*   무조건 저렴한 요금을 최우선으로 생각하는 사람.,REVIEW,,,2026-08-18
2026-08-06-cost-auto-b32a96,https://honsamnote.co.kr/blog/2026-08-06-cost-auto-b32a96/,cost,온라인 쇼핑 배송비 기준｜배송비 아끼는 법,무조건,4,"먼저 확인할 결론
혼자 사는 직장인의 온라인 쇼핑 배송비 폭탄을 피하는 가장 빠른 조치는 **'계획적인 합배송 전략'을 세우고, '배송비 지불의 가치를 인정'하는 것입니다.** 무조건 무료배송을 쫓아 필요 없는 물건을 사는 것보다, 때로는 적정 배송비를 내거나 계획적으로 한 번에 몰아 주문하는 것이 훨씬 경제적이고 합리적입니다.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-8dc9e3,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-8dc9e3/,safety,"혼자 사는 당신, 스마트 기기 많아 정전에 불안하다면? 휴대용 파워뱅크 vs. UPS, 나에게 맞는 정전 대비책은?",반드시,4,"1단계: 내게 필요한 비상 전력 시나리오 정하기
정전 시 당신의 집에서 '반드시' 작동해야 하는 기기는 무엇이며, '얼마나 오래' 작동해야 하는지 목록을 만들어 보세요.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-8dc9e3,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-8dc9e3/,safety,"혼자 사는 당신, 스마트 기기 많아 정전에 불안하다면? 휴대용 파워뱅크 vs. UPS, 나에게 맞는 정전 대비책은?",절대,1,"**전력을 공급하고 싶은 기기의 종류와 중요도:** 공유기처럼 '절대 끊기면 안 되는' 기기인지, 노트북처럼 '잠시 끊겨도 되지만 이어서 사용해야 하는' 기기인지, 혹은 휴대폰 충전처럼 '나중에 해도 되는' 기기인지 분류합니다.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-8dc9e3,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-8dc9e3/,safety,"혼자 사는 당신, 스마트 기기 많아 정전에 불안하다면? 휴대용 파워뱅크 vs. UPS, 나에게 맞는 정전 대비책은?",무조건,1,"이렇게 하면 오히려 악화됩니다

*   **용량만 보고 무조건 저렴한 제품 구매:** 저가 제품 중에는 표기 용량이 허위이거나, 내부 부품의 품질이 떨어져 실제 성능이 기대에 못 미치거나 안전 문제가 발생할 수 있습니다.",REVIEW,,,2026-08-18
2026-08-06-safety-auto-b04dc4,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b04dc4/,safety,배수구 막혔을 때 방법｜싱크대 역류,반드시,4,책임 소재에 따라 수리 비용 부담이 달라질 수 있으므로 반드시 미리 상의하세요.,REVIEW,,,2026-08-18
2026-08-06-safety-auto-b04dc4,https://honsamnote.co.kr/blog/2026-08-06-safety-auto-b04dc4/,safety,배수구 막혔을 때 방법｜싱크대 역류,절대,1,"*   **문제가 해결되지 않았는데 물을 계속 사용:** 이는 아랫집 누수나 더 큰 역류 피해로 이어질 수 있으므로, 막힘이 해결되기 전까지는 절대 물을 사용하지 마세요.",REVIEW,,,2026-08-18
2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,cost,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",반드시,3,"전기난방기는 타이머 기능을 활용해 필요한 시간 동안만 가동하고, 외출 시에는 반드시 끄세요.",REVIEW,,,2026-08-18
2026-08-07-cost-auto-431981,https://honsamnote.co.kr/blog/2026-08-07-cost-auto-431981/,cost,"혼자 사는 직장인, 덥고 추울 때마다 전기요금 폭탄 걱정된다면? 숨은 전력 도둑 잡고 요금 확 줄이는 3단계 전략",절대,2,혼자 산다고 절대 안심할 수 없는 이유입니다.,REVIEW,,,2026-08-18
2026-08-07-housing-auto-e33294,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-e33294/,housing,"혼자 사는 직장인, 입주 며칠 만에 새 집에서 누수 발견! 당황 말고 수리비 책임 따지고 해결하는 법",반드시,1,"전화 통화 시에는 반드시 녹음하고, 문자 메시지나 카카오톡 등 서면 기록이 남는 방식으로도 상황을 다시 한번 알리는 것이 좋습니다.",REVIEW,,,2026-08-18
2026-08-07-housing-auto-e33294,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-e33294/,housing,"혼자 사는 직장인, 입주 며칠 만에 새 집에서 누수 발견! 당황 말고 수리비 책임 따지고 해결하는 법",절대,3,"먼저 확인할 결론
새 집 입주 후 예상치 못한 시설 결함을 발견했다면, 절대 혼자서 끙끙 앓거나 임의로 수리하지 마세요.",REVIEW,,,2026-08-18
2026-08-07-housing-auto-e33294,https://honsamnote.co.kr/blog/2026-08-07-housing-auto-e33294/,housing,"혼자 사는 직장인, 입주 며칠 만에 새 집에서 누수 발견! 당황 말고 수리비 책임 따지고 해결하는 법",무조건,1,*   **막연하게 '이사 전부터 이랬다'고 주장하기:** 명확한 증거 없이 무조건 입주 전 하자라고 주장하면 신뢰를 잃을 수 있습니다.,REVIEW,,,2026-08-18
2026-08-07-safety-auto-580f1f,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-580f1f/,safety,1인 가구 알레르기 기준｜혼자 알레르기,반드시,2,*   **식품 성분표 확인:** 혼자서 새로운 음식을 시도할 때는 반드시 성분표를 꼼꼼히 확인하는 습관을 들이세요.,REVIEW,,,2026-08-18
2026-08-07-safety-auto-580f1f,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-580f1f/,safety,1인 가구 알레르기 기준｜혼자 알레르기,절대,3,"없어도 당황하지 말고 119의 지시를 따릅니다.)
        *   **금식:** 절대 음식이나 물을 섭취하려 하지 마세요.",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-07-safety-auto-580f1f,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-580f1f/,safety,1인 가구 알레르기 기준｜혼자 알레르기,완전히,1,"먼저 확인할 결론
갑작스러운 알레르기 반응은 그 심각도에 따라 대처법이 완전히 달라집니다.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,safety,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",반드시,1,벽이나 바닥에 고정할 수 있는 모델을 선택하고 반드시 고정하세요.,REVIEW,,,2026-08-18
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,safety,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",절대,1,"*   **비밀번호 관리:** 금고나 보안 서류함의 비밀번호는 절대 외부에 노출하거나 쉬운 번호(생년월일, 연속된 숫자)를 사용하지 마세요.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,safety,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",무조건,1,"먼저 확인할 결론
혼자 사는 당신이 중요한 서류나 귀중품을 안전하게 보관하고 싶다면, **보관할 물품의 종류와 가치, 그리고 필요한 보호 수준(화재, 방수, 도난)을 명확히 한 뒤, 예산과 설치 공간을 고려하여 '방화/방수 금고' 또는 '가정용 보안 서류함/스마트 보관함' 중 나에게 맞는 것을 선택해야 합니다.** 무조건 비싸고 큰 것이 좋다는 생각보다는",KEEP,안전 지침 문맥 — 강한 지시 표현이 적절. 사용자 보호에 필요.,,2026-08-18
2026-08-07-safety-auto-5a549d,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-5a549d/,safety,"혼자 사는 당신, 중요한 서류나 귀중품을 안전하게 보관할 때: 방화/방수 금고 vs. 보안 서류함, 나에게 맞는 선택은?",100%,1,*   **100%는 없다:** 어떤 보관 솔루션도 100% 안전을 보장하지 않습니다.,SOFTEN,,"""100%"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
2026-08-07-safety-auto-7d89fc,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-7d89fc/,safety,"혼자 사는 당신, 우리 집 복도·엘리베이터·주차장에서 수상한 사람을 마주쳤을 때: 당황하지 않고 나를 지키는 현실적인 대처법",반드시,1,"**5단계: 사건 접수 및 건물 관리자와 소통**
상황이 종료된 후에는 반드시 경찰에 정식으로 사건을 접수하고, 거주 중인 건물의 관리사무소나 경비실에 해당 사실을 알려야 합니다.",REVIEW,,,2026-08-18
2026-08-07-safety-auto-7d89fc,https://honsamnote.co.kr/blog/2026-08-07-safety-auto-7d89fc/,safety,"혼자 사는 당신, 우리 집 복도·엘리베이터·주차장에서 수상한 사람을 마주쳤을 때: 당황하지 않고 나를 지키는 현실적인 대처법",절대,5,"먼저 확인할 결론
가장 중요한 것은 **'안전한 거리 확보'**와 **'절대 반응하지 않는 것'**입니다.",REVIEW,,,2026-08-18
2026-08-08-housing-auto-82f28f,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-82f28f/,housing,"혼자 사는 직장인, 숨겨진 관리비 폭탄 피하고 내 돈 아끼는 현명한 분석법",반드시,3,"**계약 전, 관리비 내역을 최대한 꼼꼼히 확인하세요.**
    *   **중개인 및 집주인에게 문의**: 계약 전 반드시 관리비에 어떤 항목이 포함되어 있고(전기, 수도, 가스, 난방, 인터넷 등), 어떤 항목은 불포함되어 별도로 납부해야 하는지 상세히 물어보세요.",KEEP,"법적 의무 절차 강조 — ""반드시"" 사용 적절. 단 법률 내용 정확성 별도 확인 필요.",,2026-08-18
2026-08-08-housing-auto-82f28f,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-82f28f/,housing,"혼자 사는 직장인, 숨겨진 관리비 폭탄 피하고 내 돈 아끼는 현명한 분석법",무조건,2,"먼저 확인할 결론
내 집 관리비를 무조건 납부하기 전에, 매월 고지서에 명시된 항목들을 꼼꼼히 확인하고 분석하는 습관을 들이세요.",REVIEW,,,2026-08-18
2026-08-08-housing-auto-8b0461,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-8b0461/,housing,"혼자 사는 직장인, 새집 입주 후 당황스러운 전기·가스·수도 명의 변경! 순서대로 해결하고 요금 폭탄 피하는 법",반드시,4,반드시 관리사무소에 먼저 문의하세요.,REVIEW,,,2026-08-18
2026-08-08-housing-auto-8b0461,https://honsamnote.co.kr/blog/2026-08-08-housing-auto-8b0461/,housing,"혼자 사는 직장인, 새집 입주 후 당황스러운 전기·가스·수도 명의 변경! 순서대로 해결하고 요금 폭탄 피하는 법",완벽하게,1,"*   **관리사무소에만 맹목적으로 의존하기:** 아파트나 오피스텔이라도 관리사무소에서 모든 것을 완벽하게 처리해주리라 믿고 내가 직접 확인하지 않으면, 간혹 누락되거나 잘못된 정보로 인해 문제가 발생할 수 있습니다.",SOFTEN,,"""완벽하게"" 표현 — 절대적 보장 불가. ""크게 줄일 수 있습니다"" 또는 ""효과가 있을 수 있습니다"" 수준으로 완화 권고.",2026-08-18
